Voltage (V),Current (A),Motor Speed (RPM),Temperature (°C),Vibration (g),Ambient Temp (°C),Humidity (%),Fault Label
0.9524214711807495,0.9999604142335087,0.6586292117516738,0.21544203124948913,0.2899790677893543,0.4123567299158333,0.3645327453518129,0.0
0.850882671745343,0.7381248629330506,0.8504255671810912,0.034914690364309664,0.30615201115787805,0.7137896265314827,0.7302924655695718,0.0
0.9236857031823171,0.21163548920273575,0.5113293481774508,0.4799626165923436,0.2225282711127231,0.4543942831622787,0.12716998406157576,0.0
0.8958958116582045,0.6028702556250464,0.08450296563401705,0.5241725702340815,0.5995668739275002,0.36839635213632094,0.9555519113690759,1.0
0.2538446259963838,0.4012172121943055,0.38252474025655936,0.5894363644115559,0.16390436024981675,0.25396904569459966,0.8159770809521899,3.0
0.8957404559877116,0.15733445967196089,0.715346865508812,0.2128320082182073,0.3037150901016729,0.8404402812679186,0.7980463918169759,0.0
0.012771441594361388,0.27035021014448657,0.19133505533824877,0.8063599094789643,0.011614129777205273,0.8591708908728288,0.4924821275667707,3.0
0.029734462669747552,0.3147378463006354,0.6982771608401274,0.9040544157377456,0.07590883762949814,0.7515770126299814,0.4337158413479828,3.0
0.9121347735916332,0.839226570005641,0.4386301498336437,0.2815460909866331,0.0688864324681029,0.12321285953705019,0.3427769447411052,0.0
0.7641878943319191,0.62957898212331,0.08862578894612541,0.5431268898630033,0.19811816167667046,0.05958189921832535,0.02696940088259181,0.0
0.6142831509619984,0.12974220821659965,0.22274193653551197,0.9789639675599441,0.03426504478306726,0.5317559107094549,0.18459173727153744,3.0
0.7576746128136722,0.5174124584367635,0.11663569633958074,0.2579264675568741,0.5157568606094708,0.8091537335218661,0.12056259945934922,1.0
0.8860675572697101,0.4517736262909565,0.9574438400380172,0.47752271565177107,0.2830325764848447,0.5104869620592285,0.35715969396612757,0.0
0.7957010838248562,0.25622183873816773,0.3187636115006288,0.17534748352794632,0.6975189057894884,0.6825799465825781,0.21644778984258972,1.0
0.40582684138230296,0.3019879196953211,0.6544220768446439,0.6247878626350309,0.24133348521907577,0.7602049070163575,0.42634031659732663,3.0
0.5641836000863922,0.03165834028577302,0.6845199792114808,0.5611030139742962,0.27079907835080164,0.22946457005796894,0.2078196433798044,2.0
0.5878642554454099,0.4834884379058849,0.6850955720139339,0.7013931796381483,0.25269056067023354,0.7012463203317647,0.21791475646157343,3.0
0.0425641653419242,0.4650139049229739,0.15980589227671357,0.6273524029044426,0.2278147442814017,0.4374272028813153,0.9984570033718497,3.0
0.5766964310860496,0.41516323848568293,0.7840470273559133,0.6672261356771761,0.17266065976512424,0.15019518533234988,0.7461475009965156,3.0
0.9066635274526034,0.6531026916498628,0.8067430976532904,0.38274580837464833,0.17441974965724666,0.0486553247516589,0.7141660052511031,0.0
0.8260174003221779,0.46215631877126007,0.8006408243382993,0.33063439016833984,0.2863517049335433,0.5523848830506346,0.7003357349240192,0.0
0.9006844693384808,0.31086403730804224,0.06145491059019331,0.28614825456298043,0.7990949766724739,0.45150897259768996,0.3632438311008682,1.0
0.902559339902469,0.3412079924575213,0.20814145023191674,0.12187538514662083,0.9767312945630444,0.4765163891985602,0.9281904405437901,1.0
0.46241377202138034,0.4560998626646905,0.632437098969963,0.45247302788454713,0.19611774845867253,0.03134055873426156,0.43981813556633276,3.0
0.5723558707116678,0.019245889150501516,0.6192307369145513,0.5513785851754185,0.14573363451297977,0.4571076174267046,0.6032700235898155,2.0
0.969028502088902,0.19038501557978263,0.757231061084502,0.243773570334349,0.16221617062534077,0.6205875678615549,0.11985112928794472,0.0
0.9371947587578067,0.6270974677785123,0.5059853042978113,0.07095104041259404,0.1010757807729488,0.23722516555619466,0.13261419548336018,0.0
0.6365570453930454,0.010633348684178187,0.25093436177870554,0.12726613624320438,0.3537155543174336,0.3584425264294323,0.09914288217015366,2.0
0.9322458849412514,0.9507182679736327,0.7803348702826338,0.12444355826807385,0.22579585584075457,0.7741155430175379,0.6127416168559346,0.0
0.8163620226482537,0.34677686755947723,0.7702871150882978,0.1697706252863257,0.10245330311032853,0.21120357943943535,0.5092425317154211,0.0
0.8982204531272164,0.7921111677725307,0.992251952612359,0.26405607861359337,0.10138094681878633,0.4096296309996943,0.48460920647182093,0.0
0.8594027904209467,0.289226375278243,0.23796886165582218,0.26397577992446586,0.2653495388006672,0.6276187901341328,0.4357145884868906,0.0
0.3650279271262231,0.17224678472148217,0.7539332392830516,0.9950518287791242,0.00949360348927085,0.23272482473943124,0.5748540663229013,3.0
0.6713892533023607,0.005834979211910507,0.5145896998284285,0.23610113455564197,0.4188576407311934,0.8890841793357895,0.5649055507772157,2.0
0.843142242750408,0.33502002978196055,0.01740509488094799,0.501026177035841,0.5383938359038257,0.4693340994838566,0.16251610824665885,1.0
0.8257863707166488,0.8470916912614072,0.5271673577380863,0.3546807649447449,0.06370367864163475,0.1677147422465125,0.1346473749516921,0.0
0.58507392360582,0.05488254901197598,0.4256095914785397,0.45755588820787896,0.18080537331918156,0.47819961565079905,0.12275417302582348,2.0
0.536720910078168,0.07309735134113349,0.6932619356267364,0.16075097642486308,0.15844882340080008,0.12126213098199257,0.9987620994201568,2.0
0.7907016196185763,0.32961423568827997,0.5635424351078787,0.3320380642590539,0.2536260683995285,0.0973606386316731,0.18648336751966843,0.0
0.8467213266818994,0.5626744964018273,0.40343010916529465,0.4769959998820129,0.5634256250855104,0.9609851115170644,0.09292934775768347,1.0
0.09256370108595902,0.11300522533549298,0.4567092339245663,0.8807452064927251,0.010898230744882581,0.5551222493698125,0.563169828260872,3.0
0.5312387833743113,0.0041325958735263235,0.3600038916298205,0.18127984030616173,0.032801894405696724,0.8679237508801723,0.35864129197869377,2.0
0.9816082252782368,0.4262680552081509,0.20352079268181242,0.46709749739074224,0.05796309046272145,0.8016420372947566,0.042573237548303555,0.0
0.858865122881111,0.34280393931476816,0.08980958445629472,0.15501119085170045,0.8375195635267282,0.12280055897676745,0.9321224452325242,1.0
0.9287512782811087,0.5969668331153803,0.40076211707047926,0.09471553201439242,0.7412531789299616,0.4139426092969667,0.26851904629630885,1.0
0.783244913676493,0.7354868323523462,0.5910885739864207,0.525361745607044,0.13737211879347622,0.053324069022146925,0.4884354992498082,0.0
0.5768776727186933,0.2819052666999107,0.7625146345686913,0.8440397835392325,0.022860006145147133,0.6435418373686093,0.36251041453181176,3.0
0.04709242856631746,0.534986213208911,0.6226323207833249,0.49402300678620037,0.19558462447196612,0.8242536240116916,0.45191709311403516,3.0
0.9093744778105917,0.9055456397986726,0.9982351355474777,0.21822162457224248,0.014575263833305638,0.21963389583299386,0.31478175442179646,0.0
0.9872844483565069,0.6452008033828631,0.9022336249359406,0.5251071012667498,0.1402266082372447,0.9416768437449463,0.632510381951182,0.0
0.9590758124531751,0.574113385063162,0.7314271457741984,0.39148918943385347,0.04804086997118902,0.6398276049408311,0.8548672247721928,0.0
0.8335317426852058,0.8822858787933062,0.18679588052056204,0.02040350317271339,0.29688684382168556,0.24964444669314512,0.9986280250421996,0.0
0.2800325201362872,0.13164706569098356,0.6922262981715073,0.5952406785139424,0.2520751309639059,0.9642611695204051,0.4754156684026071,3.0
0.5887695755383693,0.1619384385711207,0.7563740515099625,0.8588686413240955,0.2331124992199094,0.7326485973088486,0.8281787179164245,3.0
0.8171029919372539,0.2504693250529547,0.187026163695206,0.26330309690121123,0.3371831397678765,0.7101564004155299,0.4081829874601405,0.0
0.8443193350055942,0.902623450372858,0.45647221471301624,0.2919595919954998,0.2391674388820767,0.21739983049655875,0.44599908114999554,0.0
0.6465621233120427,0.09369898368320673,0.42144506668471127,0.17127239006414396,0.1606456810811593,0.6265452457661249,0.5967269434592447,2.0
0.8462541168305364,0.9708286915934338,0.30256152226277855,0.2954620697086776,0.1387540248980501,0.9626789881092097,0.09875970860177974,0.0
0.39167242128201063,0.3710914438795143,0.23414641621992147,0.9978180782080103,0.08384629867914765,0.16492250191927038,0.1413646739270138,3.0
0.8002163366733006,0.4942461426838666,0.20294188574594688,0.28441102954858455,0.9843246834956842,0.12147989499921552,0.38454612262699006,1.0
0.12234060284653592,0.29769114794804397,0.6651954321949483,0.8415316839926564,0.25953742983360306,0.7084866957749749,0.26891564202056906,3.0
0.33621368040697264,0.5082176046834316,0.349113144207701,0.9252484093904382,0.14771839808452958,0.49610999832126,0.12240985667732307,3.0
0.8671572034140649,0.4587251310379179,0.4121958040848619,0.012457467027659042,0.19771222078553835,0.896511676887884,0.5196780039963528,0.0
0.9803075694761485,0.9059633832362585,0.4592959956991266,0.5057111961539933,0.10688731503170466,0.7767561935775276,0.5792980756613507,0.0
0.8061098537175777,0.971999163802337,0.22762108995957595,0.4888147498015649,0.17765417916232484,0.78077220570607,0.31474837106685494,0.0
0.794820527797869,0.6403529961261818,0.0698785612529356,0.2779149747745907,0.7860478300433662,0.8904431756526461,0.9025436862269139,1.0
0.684420680822329,0.20845273673973294,0.23903086640361773,0.2565550233506313,0.20484285509731875,0.18733951096732948,0.5104999602088488,2.0
0.7494331362650393,0.1307383569716066,0.6874996270593912,0.5259601747562201,0.059521228509250165,0.6492731428788712,0.14699654148481844,3.0
0.9967342992613133,0.4352886859187213,0.6306263836691635,0.30404577441523106,0.21632951572414783,0.9530400029331436,0.8424801135498868,0.0
0.969710170440832,0.26056853785750944,0.692742300090514,0.05943565278400936,0.24976779983026037,0.09512242738908161,0.0253999871664492,0.0
0.256090590788814,0.13980323249576318,0.5607676463287912,0.434827825414855,0.07493894095915342,0.3545128382007494,0.9414294109831806,3.0
0.6891615269736862,0.24618985081742598,0.57672254472497,0.617297011903434,0.12832823703339702,0.9602391182222503,0.5527321799974495,3.0
0.6188923800152226,0.3235119310751151,0.1608077167665034,0.25453735158055135,0.1811100714621131,0.03598123248400564,0.055563256597713884,2.0
0.6344445033006678,0.3168737490718666,0.5152545351587235,0.9679292747743774,0.2127807192026504,0.8547076521512105,0.7384015648209475,3.0
0.3349111656374615,0.12399874080456305,0.6032093062957791,0.956633197215092,0.18190333955156635,0.659097548906507,0.18197457590626354,3.0
0.016147259513540346,0.31262165645855966,0.23565496422948615,0.5334276417499769,0.14308938160790252,0.3341376058943416,0.6079180676657489,3.0
0.9192580415044644,0.7016693092916813,0.5375629055309099,0.025317636069485838,0.2640516490176797,0.25941723838241926,0.006501750884090107,0.0
0.838348435476499,0.36497749414398395,0.07501547520824323,0.46356636765352466,0.7178971652018249,0.5418757057856698,0.09691133461108725,1.0
0.9715966126605247,0.6780333560413169,0.8608427770880414,0.25411659777248763,0.10652406306406102,0.9784928972920608,0.33456615119503763,0.0
0.8237201383022859,0.25892147370851615,0.33601325745925337,0.16723809615579954,0.5220202812832995,0.44869736150251605,0.2391102546226287,1.0
0.7630189752125494,0.5002978548679881,0.42946474333029183,0.15559288545771333,0.5747513896738459,0.7526131993867637,0.7615602843254276,1.0
0.9402922571418113,0.28686990742595087,0.6660071924942974,0.3222092091185872,0.14986850782550198,0.5628929671073597,0.7678572724242941,0.0
0.8622601533707837,0.7031997576387242,0.15057228281750684,0.11619283783357648,0.5558373879072017,0.10606990390348003,0.12211242623581398,1.0
0.9200802766757845,0.3929059815159055,0.23717966921123154,0.40338575642242025,0.303993543562886,0.5772467405891368,0.1773382160743422,0.0
0.9510830524511742,0.2790783726399534,0.9733787751987193,0.22427207632746893,0.14693864285581465,0.2593432707547726,0.11501556604365137,0.0
0.8758334551043307,0.6991711635376845,0.8169310882963313,0.38776576672526886,0.18457412840713816,0.4117024018967881,0.9356327185290391,0.0
0.8811281501528312,0.3904593005577127,0.2358856186949241,0.46824037039485333,0.1044020119677969,0.48715621354052785,0.38233878225887186,0.0
0.8494829168363243,0.914213824451165,0.7183961706795766,0.4239142740627653,0.25688387491373615,0.8093311960319518,0.4313956485092588,0.0
0.8791435723760841,0.3248576116866153,0.4008838170854395,0.15369547865391936,0.5780334766301963,0.05806747647203814,0.9913957363712299,1.0
0.5934143520260746,0.09474840254527697,0.3692878690632809,0.4055648535256354,0.4175514600961368,0.788613620261059,0.25058057747490137,2.0
0.40990043363435147,0.39126596314268747,0.77680508640698,0.9780306910567226,0.16100953463784123,0.3600157544222986,0.0030591629968630407,3.0
0.543233904352248,0.0075926602015530115,0.3510051597448657,0.5240476927954456,0.18795337890437258,0.5252093625247314,0.8459116221471775,2.0
0.5640816478979447,0.10780079827762637,0.3355187218212843,0.4700223533998138,0.034439994266857746,0.7175924941497409,0.668334349455754,2.0
0.8851773158523151,0.32869396527208394,0.13489928488853795,0.30706069221682997,0.26987460978012323,0.49950172828493455,0.6981501418263388,0.0
0.8610963690124616,0.7352047650542466,0.3174619863935142,0.5932961542555317,0.870138004224115,0.6444922577258181,0.28131605606865706,1.0
0.5679082939562052,0.1276999286183669,0.24299392522731064,0.47495379994166265,0.3136521618112834,0.6395102361647558,0.04324761802524402,2.0
0.6658334872719758,0.14081701813266492,0.686231375102183,0.8471715207706146,0.04210734997893585,0.41423375668303186,0.10786053840154608,3.0
0.9225365061377744,0.3742405482729536,0.9259788720507685,0.48622305766607443,0.21531521219786448,0.34060366659183483,0.16388352391578087,0.0
0.9894706777028948,0.5920540018183575,0.1130129549497352,0.5162272378036523,0.207635976152934,0.09446522285251713,0.6470117547808488,0.0
0.6029978172477144,0.19299377831744433,0.2575768650655076,0.827433964804483,0.038583534978978415,0.07519584535477397,0.23856326369893255,3.0
0.7759652743005152,0.9965669239890448,0.6268567242665997,0.10313876749865919,0.18231128524120216,0.0682711119295556,0.32859158160317425,0.0
0.8887056884457325,0.6877436613085235,0.40519550206558574,0.5496132832964297,0.5713744519767147,0.1735356167736174,0.11743253745463444,1.0
0.9154804098219866,0.441251627968528,0.10140176713302726,0.18511995491759226,0.01687813480723288,0.05312519596737675,0.20598766426703252,0.0
0.9404849432798217,0.41063579156521934,0.380067657507429,0.5268419223882099,0.3162742216875267,0.23544247480143543,0.529212420667433,0.0
0.6179074477919106,0.23535618634725888,0.08276663119543815,0.25436285274712334,0.3997444015183565,0.3030439108002382,0.8683716231163964,2.0
0.9441714201781526,0.5778318515352994,0.25902048558400903,0.5432613331152994,0.6415077345310346,0.7964318614888661,0.27570911670909093,1.0
0.8697890683231366,0.18225313875996443,0.8923264450032364,0.4080110030163093,0.04731626321814876,0.7286436420092961,0.9578994345356332,0.0
0.5895818934554404,0.017458790367180732,0.5304976453670713,0.31541232768939453,0.40141881156881065,0.05107379126832989,0.6920658369147575,2.0
0.8636083575616718,0.6554949975251597,0.4660061594391953,0.5954130691707544,0.6799541342570389,0.4293098607625738,0.9914865403392098,1.0
0.755381808727764,0.4280297187510571,0.22938452822630043,0.4043523085438324,0.34910601363395083,0.15228717380071743,0.9985633014246947,0.0
0.5688847045734666,0.2724939400318248,0.5733582851797985,0.006740248683444361,0.13963941066237645,0.6326258529694058,0.3565324145087255,2.0
0.9418332648172028,0.5307528536686135,0.6260879151375163,0.2023041952969002,0.3491237463605003,0.0704585231651692,0.302356719562881,0.0
0.8347830681080359,0.7333664159231591,0.4313509035736609,0.030271841509958264,0.23613584464247023,0.5206596611185788,0.6715335376631538,0.0
0.9039531474545408,0.292601954659247,0.2624556384004154,0.12127054134571624,0.8360588041630417,0.4958928001285867,0.505772148221794,1.0
0.919527042932921,0.20745589629298036,0.2682698858514495,0.510965522895729,0.05127542072072351,0.7591273848411098,0.8792383901293498,0.0
0.7890551284009708,0.2380634726170073,0.7252714495622492,0.43278503724956086,0.04673612451603311,0.10341888899669471,0.46717806641616166,0.0
0.8494479987079055,0.4781503108624545,0.292065227398694,0.14895814213187136,0.06590919037932803,0.550258287845393,0.15164944097887456,0.0
0.46011344163478585,0.2682566169137668,0.34064430117846334,0.5756541503542698,0.22033036519666815,0.6074832319896879,0.15475785822556742,3.0
0.8805590067985658,0.4304980361291003,0.25795408802627084,0.5475322483314,0.5754236270159705,0.7451435443262306,0.9067544047340278,1.0
0.5963967619822308,0.05605373928876692,0.39922293709623735,0.06424466602541562,0.03196386173232127,0.16120001157181318,0.8874371840742986,2.0
0.9059507494896948,0.3366334846728676,0.2719497932311309,0.048667059480811015,0.02615860541639839,0.36347455553460695,0.18076234343510056,0.0
0.3373034976568521,0.3972484697334011,0.21363874415553472,0.9559603509020472,0.178694723911612,0.149860252506399,0.9921498009611031,3.0
0.9236743135384691,0.5822546423739173,0.7262972979564557,0.43160259521450683,0.1728081144197754,0.29879772567321417,0.8044756164808661,0.0
0.7969844959147132,0.4863063937081228,0.15726385719533195,0.5226318590930896,0.7161489071677637,0.17706757446283805,0.7400394446116291,1.0
0.8598139005120513,0.38016639732033397,0.20788822810424099,0.25525452007083993,0.8134277333874765,0.6480707675087856,0.31938738355709273,1.0
0.7575239909501201,0.9174179976148823,0.9870718815617616,0.042740448968686784,0.24805491296251803,0.7295726920847205,0.29540228478766284,0.0
0.7339624062694061,0.36138343909487436,0.32116462191067396,0.5950634223654734,0.14595556388583164,0.7940417670758597,0.515956765972735,3.0
0.8948370243290413,0.9179426252896284,0.8873665318620152,0.4535639320628493,0.023575714081211938,0.8306832080114224,0.1925776872257735,0.0
0.7012924949658448,0.4856898298860104,0.1582889692191803,0.9071355705307039,0.22060406363218588,0.1230058165845328,0.36282453239629786,3.0
0.9048074861998083,0.8556636132888731,0.1586101720949895,0.3907047363445232,0.3499473060605649,0.3324400964424423,0.13219848853184724,0.0
0.5999480357266831,0.006219908508414584,0.0771464710181394,0.5428906481618614,0.435474360081137,0.75054921376068,0.5509449786408006,2.0
0.8926595569701139,0.39591723142668034,0.43944955968678756,0.44854994668208326,0.3023692168971187,0.10443004653195531,0.31302015626383073,0.0
0.9980219000318131,0.5646232971231809,0.4380029404515189,0.1314889418814551,0.0656235984356761,0.2606212637095916,0.4809645244988553,0.0
0.5651979955163933,0.12967003501493457,0.3985260501400516,0.5711297392167858,0.34661113024014994,0.11873044001644806,0.10349416259793986,2.0
0.8916578428075121,0.31617399129739576,0.5975046165446534,0.44546217806622324,0.12632785330444857,0.22724782525097942,0.6729093900049975,0.0
0.5788997610055306,0.14072195949446695,0.24584009770128104,0.34240888740688746,0.4462160399962491,0.590700993941057,0.387003963423992,2.0
0.5819826753597783,0.23268862678908894,0.28215059776930984,0.5636523286615599,0.19488163884962123,0.06793327524166437,0.29826585841835096,2.0
0.8491501410931261,0.7378575312345009,0.16494171196749335,0.09775713005774606,0.8889573797632779,0.9033561539295374,0.7314183094207313,1.0
0.9124270319161225,0.3141218122527232,0.5723961132107115,0.13740655315264555,0.28539848953999464,0.32148875318173264,0.2623115765123979,0.0
0.9774146047569643,0.2274156871354863,0.9444801090708161,0.2778568391426838,0.3023874717351682,0.011141998363038197,0.3749264905508344,0.0
0.5647310095953177,0.16123830149972243,0.09332426415898107,0.25968648568746266,0.18784469914824353,0.9450834400634953,0.5890695213727305,2.0
0.8342742458822654,0.47822242076321064,0.2638640469018423,0.47493092877407117,0.026799436579043823,0.2147127175516218,0.3415296641887361,0.0
0.7558358744963414,0.9293224305636733,0.6707045224670681,0.41772986373647436,0.17104131129080102,0.9141165553416928,0.953111650364305,0.0
0.9968877740099622,0.21240583656912168,0.7572074713837208,0.26506299016253,0.3523583375505122,0.39006603381282945,0.1433916742247141,0.0
0.9692157822264948,0.8536666039184069,0.7667233217240157,0.19936777160188374,0.14885248732277034,0.11060231673306753,0.007066805342069604,0.0
0.8881296840298332,0.7557788741133353,0.42838739511836976,0.13104784482052928,0.178092314608086,0.30469827279398687,0.9611507269150504,0.0
0.9983833797627488,0.6497509864941113,0.9244071422964968,0.03065666371812603,0.015578195079678323,0.02400580729452395,0.34847249598622987,0.0
0.8183698656400349,0.46881352599318404,0.08956264401147498,0.3939116666314002,0.06272335120012755,0.18039411463593003,0.1840007412303324,0.0
0.8482613209226384,0.5117909380384552,0.22336783398898732,0.2874696933386254,0.11417577869676719,0.07690504851281832,0.2745311373159204,0.0
0.8880161702797311,0.5711043983942327,0.8685614020214266,0.4779349094390979,0.1804465733844962,0.9912701536314119,0.5516754558702294,0.0
0.778672978907063,0.8336017404689622,0.9722399219452829,0.5517714963002188,0.010394369208242146,0.7804330599457516,0.3158500131873553,0.0
0.7610610985713275,0.6857985102050146,0.4136990415272238,0.6242619815152081,0.5065980810396842,0.5830794064880223,0.6630047823434785,1.0
0.8110464633007304,0.6844260301657663,0.2838352380590431,0.5204350497215635,0.9404489737753534,0.06131524881370154,0.348963866312871,1.0
0.6896035421922764,0.2729227000265936,0.3680378289450619,0.8028071528992137,0.0286501648248247,0.22644850734834532,0.43694826005842324,3.0
0.5980868213723181,0.17406415204992085,0.829972276524222,0.9446868260136391,0.2033819032182299,0.3446537732319087,0.49964231978507334,3.0
0.8356346929392802,0.6972947522155761,0.8966670808398811,0.35193680914595504,0.3484700244561059,0.3175351087989302,0.3693971572716436,0.0
0.9974318460865093,0.34991849231215233,0.5582675369931815,0.4142731908609725,0.16476383184096555,0.4844353455817858,0.12015452258688875,0.0
0.9507015137217025,0.38615655066740595,0.6793453786710872,0.21297450510848703,0.33823672698054724,0.675004227199451,0.6413409176358883,0.0
0.9285164776158015,0.17701708677775965,0.7357685263541213,0.36659655301988614,0.3561032320784812,0.8642970057653245,0.1374626761508977,0.0
0.23442254585849898,0.5463932615944078,0.12002823327940237,0.7235611496358508,0.05517012029406178,0.712293669563069,0.3668866877187159,3.0
0.8324141650890098,0.4375137930611033,0.38937745955887326,0.3226823548481934,0.523466259720671,0.7232443697550512,0.5147094855134383,1.0
0.7524051549710586,0.33931875967076053,0.5472466236644864,0.5177729875084572,0.2863222711718521,0.5880359681808864,0.9967892306659228,0.0
0.791691325720012,0.6951421603907154,0.23727284017064862,0.41906677644575585,0.6272048878565063,0.9727886362260956,0.0006996064013403691,1.0
0.9393826080522605,0.6768049821822427,0.44705247800512526,0.1173414407011899,0.6465873352154662,0.28486066166564605,0.07373537997719426,1.0
0.3368323483015394,0.2928268877062914,0.48187932217300544,0.6457268612799193,0.05737514903835382,0.7256989220876795,0.5857648840694784,3.0
0.9347987776691755,0.7727989621088093,0.5891677694380201,0.1961465616891313,0.05289017765091096,0.17829513596258717,0.15941580749820794,0.0
0.7831948527723693,0.934436794154163,0.3577106725563136,0.50579137330738,0.21220041445810256,0.15064834267021898,0.6897271371771531,0.0
0.9773703762961776,0.26308267585292344,0.14951804438389424,0.31203061951459343,0.1883238329436333,0.3556228411853919,0.10660772063916202,0.0
0.3291522256155268,0.3998468088603042,0.20209780145081233,0.7716574260103005,0.009558368110449897,0.8947841152787588,0.4315389810126341,3.0
0.9315529481292242,0.4960107847231371,0.3078583444103914,0.373654935388851,0.22165567268519404,0.7414233025217931,0.7883213790162685,0.0
0.7107157467906018,0.285693283141617,0.6881728513705968,0.5901655600495527,0.174468672524079,0.05944655506479546,0.4097201422589797,3.0
0.7590655543846252,0.23900787743579846,0.7281968048511156,0.48627658061493906,0.1874149720913778,0.5349316770863306,0.523972781598747,0.0
0.8228060900451044,0.9451970733978327,0.6080325417178063,0.010073246256411983,0.07257783626641116,0.5072472823087615,0.008639905602817022,0.0
0.9015756260692558,0.5944174484231391,0.37346713865433545,0.31127702433089355,0.23693348771399003,0.4652765590799135,0.1944796429735558,0.0
0.9521416240786114,0.44878167616939735,0.38835321792524136,0.46136433279962363,0.29553036165701246,0.5570519936722746,0.3389514715626988,0.0
0.49997740635806065,0.1629999302150911,0.20538301116953114,0.552688474356236,0.005174842507000912,0.10057972252076619,0.5449484193573834,2.0
0.8768507585781518,0.9709704702832797,0.6401897501043112,0.33376533711714285,0.15725432796952177,0.6949752508259897,0.35959092426848016,0.0
0.8469366106604372,0.5035123112530736,0.8872517572223193,0.026727686749924207,0.044819044304149055,0.6655539388095975,0.6978386071973689,0.0
0.7176242864588664,0.538944556586468,0.6736633738734635,0.9748426430774445,0.08128412135507969,0.46476091061172253,0.17490377493613118,3.0
0.31092923513070203,0.38531880995252965,0.6721643749773202,0.4496581215633383,0.21791362516880497,0.2768297784512237,0.6950248097873778,3.0
0.6094419726572549,0.17235092780240632,0.10584949985934022,0.09748263686455644,0.2992351100868765,0.31885582938788914,0.5397898568523786,2.0
0.25319342292984515,0.5455692960649414,0.6479978469594888,0.9882866350383827,0.10658805223582789,0.03794279059700134,0.1452869288772648,3.0
0.12997375306776293,0.23470389076398077,0.3850426722263717,0.6174938028549684,0.1643816989858331,0.0034710678104438175,0.947288894304242,3.0
0.35179684445136017,0.21781617717076243,0.3132767216159875,0.5621857204013587,0.1380004331928082,0.2624096521211048,0.3870373087172264,3.0
0.07520810460532412,0.4348837496979233,0.7702033305738337,0.9783719229813735,0.07987267623704146,0.5289591831339964,0.9944304425890812,3.0
0.834090242775753,0.7246184345495298,0.1920481706322065,0.4464844117057002,0.783299603518052,0.8447284127161749,0.2561929654689793,1.0
0.831324237097292,0.5731215818891333,0.005984962066517621,0.3691910705082836,0.9259764417367151,0.49858827807791317,0.8923923246662459,1.0
0.9764021243458745,0.3965382987006387,0.63617219974446,0.18160522349046254,0.2568560647632815,0.4266600663630633,0.6003418527435772,0.0
0.7688370432953409,0.5200932697213381,0.03472180808404375,0.500573366785718,0.7554119478009752,0.2976108899557627,0.5122388224381397,1.0
0.9451695438563348,0.2745274061404056,0.8785736771037032,0.42680873295081967,0.15432178517834622,0.6247207259103824,0.08668729844385037,0.0
0.9412566670762466,0.7186580349414815,0.3794227243599462,0.06655205939830505,0.13283032039777604,0.6444173674803535,0.35747504229059957,0.0
0.8734446592499896,0.5005110928908655,0.42387189349548593,0.2807479545859234,0.20978762881955154,0.20800684143415504,0.9186027739981747,0.0
0.9889449697584298,0.8630381806398273,0.8646149643629403,0.3572932405600665,0.062131366206776936,0.28337544271237636,0.40136430489338026,0.0
